Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Watts
13:46:54,49.9,0.0,0.2,49.9,0.0,25,78,25156,246.91,
13:46:54,50.0,0.0,0.0,50.0,0.0,25,76,25054,247.96,
13:46:55,49.9,0.0,0.2,50.0,0.0,25,76,25150,247.32,
13:46:55,49.9,0.0,0.1,50.0,0.0,25,92,25104,248.36,
13:46:56,49.9,0.0,0.2,49.9,0.0,25,96,25162,247.55,
13:46:56,50.0,0.0,0.0,50.0,0.0,25,84,25056,247.64,
13:46:57,49.9,0.0,0.1,49.9,0.0,25,154,25190,247.84,
13:46:57,49.9,0.0,0.1,50.0,0.0,25,228,25194,247.59,
13:46:58,49.9,0.0,0.2,49.9,0.0,25,110,24992,248.36,
13:46:58,49.9,0.0,0.1,50.0,0.0,25,80,24900,246.91,
13:46:59,49.8,0.0,0.2,50.0,0.0,25,68,25028,248.68,
13:46:59,49.1,0.0,1.0,49.9,0.0,25,1304,25294,247.32,
13:47:00,46.8,0.0,3.3,50.0,0.0,25,80,25152,244.83,
13:47:00,48.2,0.0,1.8,50.0,0.0,25,108,25096,237.57,
13:47:01,49.8,0.0,0.3,49.9,0.0,25,218,25242,248.70,
13:47:01,49.4,0.0,0.6,50.0,0.0,25,224,25228,245.51,
13:47:02,50.0,0.0,0.1,49.9,0.0,25,74,25144,248.60,
13:47:02,49.8,0.0,0.2,50.0,0.0,25,90,25072,248.92,
13:47:03,49.9,0.0,0.1,49.9,0.0,25,76,25150,247.63,
13:47:03,49.9,0.0,0.2,50.0,0.0,25,90,25106,248.85,
13:47:04,49.9,0.0,0.1,50.0,0.0,25,76,25152,247.37,
13:47:04,49.9,0.0,0.2,50.0,0.0,25,80,25052,248.70,
13:47:05,49.9,0.0,0.2,50.0,0.0,25,148,25194,247.74,
13:47:05,50.0,0.0,0.1,50.0,0.0,25,232,25190,248.99,
13:47:06,50.0,0.0,0.1,50.0,0.0,25,76,25154,247.93,
13:47:06,49.9,0.0,0.2,50.0,0.0,25,80,25054,248.56,
13:47:07,49.9,0.0,0.1,50.0,0.0,25,76,25154,247.98,
13:47:07,49.9,0.0,0.1,50.0,0.0,25,84,25098,248.44,
13:47:08,49.9,0.0,0.2,49.9,0.0,25,108,25038,248.66,
13:47:08,49.9,0.0,0.1,50.0,0.0,25,80,24864,247.61,
13:47:09,49.9,0.0,0.1,50.0,0.0,25,144,25020,248.95,
13:47:09,50.0,0.0,0.1,49.9,0.0,25,1466,25558,247.84,
13:47:10,49.9,0.0,0.2,50.0,0.0,25,76,25156,249.00,
13:47:10,49.4,0.0,0.7,50.0,0.0,25,92,25070,247.69,
13:47:11,49.0,0.0,1.1,50.0,0.0,25,82,25162,248.27,
13:47:11,49.1,0.0,0.9,50.0,0.0,25,84,25094,249.40,
13:47:12,49.7,0.0,0.3,49.9,0.0,25,76,25152,247.33,
13:47:12,49.9,0.0,0.1,50.0,0.0,25,90,25074,248.24,
13:47:13,49.8,0.0,0.2,50.0,0.0,25,184,25250,248.81,
13:47:13,50.0,0.0,0.1,50.0,0.0,25,204,25152,248.44,
13:47:14,48.0,0.0,2.1,50.0,0.0,25,84,25160,248.57,
13:47:14,49.3,0.0,0.7,50.0,0.0,25,82,25070,244.70,
13:47:15,49.4,0.0,0.7,49.9,0.0,25,80,25154,244.31,
13:47:15,49.9,0.0,0.1,50.0,0.0,25,88,25098,251.20,
13:47:16,49.9,0.0,0.1,49.9,0.0,25,76,25154,248.67,
13:47:16,49.9,0.0,0.2,50.0,0.0,25,80,25056,248.42,
13:47:17,49.9,0.0,0.1,50.0,0.0,25,148,25196,248.23,
13:47:17,49.9,0.0,0.1,50.0,0.0,25,204,25150,249.03,
13:47:18,49.9,0.0,0.2,49.9,0.0,25,116,24890,248.69,
13:47:18,49.9,0.0,0.1,50.0,0.0,25,84,24652,247.93,
13:47:19,49.8,0.0,0.2,49.9,0.0,25,98,24790,249.08,
13:47:19,50.0,0.0,0.1,49.9,0.0,25,1300,25188,248.60,
13:47:20,49.9,0.0,0.1,50.0,0.0,25,84,25166,248.94,
13:47:20,50.0,0.0,0.0,50.0,0.0,25,88,24854,247.94,
13:47:21,50.0,0.0,0.1,50.0,0.0,25,144,25176,249.32,
13:47:21,49.8,0.0,0.2,50.0,0.0,25,204,25148,247.69,
13:47:22,49.7,0.0,0.4,50.0,0.0,25,76,25156,249.90,
13:47:22,49.9,0.0,0.1,50.0,0.0,25,84,25060,248.11,
13:47:23,49.8,0.0,0.2,49.9,0.0,25,72,25148,249.22,
13:47:23,49.9,0.0,0.2,50.0,0.0,25,88,25096,248.30,
13:47:24,49.9,0.0,0.2,50.0,0.0,25,76,25154,249.30,
13:47:24,49.9,0.0,0.1,50.0,0.0,25,80,25054,248.77,
13:47:25,49.9,0.0,0.1,50.0,0.0,25,148,25192,248.49,
13:47:25,49.8,0.0,0.2,50.0,0.0,25,218,25170,248.96,
13:47:26,49.9,0.0,0.1,50.0,0.0,25,100,25168,248.74,
13:47:26,47.8,0.0,2.2,50.0,0.0,25,510,25236,242.10,
13:47:27,7.8,0.0,39.2,53.0,0.0,25,4750,26566,220.89,
13:47:27,27.7,0.0,22.4,50.0,0.0,25,96,25152,244.56,
13:47:28,46.3,0.0,3.7,49.9,0.0,25,200,24874,225.89,
13:47:28,50.0,0.0,0.0,50.0,0.0,26,182,24790,224.91,
13:47:29,49.9,0.0,0.1,50.0,0.0,25,142,24980,224.81,
13:47:29,47.6,0.0,2.5,49.9,0.0,26,1544,25396,225.53,
13:47:30,47.9,0.0,2.3,49.8,0.0,25,310,26008,225.65,
13:47:30,46.4,0.0,3.6,50.0,0.0,25,92,25062,221.13,
13:47:31,49.0,0.0,1.0,50.0,0.0,25,72,25148,212.52,
13:47:31,49.1,0.0,0.9,49.9,0.0,26,156,25210,212.37,
13:47:32,49.0,0.0,1.0,50.0,0.0,25,78,25154,212.08,
13:47:32,49.0,0.0,1.0,50.0,0.0,25,84,25056,212.67,
13:47:33,49.0,0.0,1.0,50.0,0.0,25,152,25188,212.22,
13:47:33,48.9,0.0,1.1,50.0,0.0,25,198,25140,212.04,
13:47:34,48.9,0.0,1.2,50.0,0.0,25,80,25158,212.68,
13:47:34,49.2,0.0,0.8,50.0,0.0,25,76,25048,212.06,
13:47:35,49.0,0.0,1.0,50.0,0.0,25,80,25156,212.55,
13:47:35,49.1,0.0,0.9,50.0,0.0,25,92,25088,211.77,
13:47:36,49.1,0.0,0.9,50.0,0.0,25,80,25152,211.00,
13:47:36,49.1,0.0,1.0,50.0,0.0,25,80,25056,212.24,
13:47:37,49.3,0.0,0.7,50.0,0.0,25,140,25180,209.57,
13:47:37,43.4,0.0,6.6,50.0,0.0,25,210,25150,217.66,
13:47:38,50.0,0.0,0.1,50.0,0.0,25,100,25078,220.61,
13:47:38,49.3,0.0,0.7,50.0,0.0,25,88,24910,216.05,
13:47:39,36.0,0.0,14.0,50.0,0.0,25,64,24972,250.72,
13:47:39,49.3,0.0,0.8,49.9,0.0,25,1324,25340,252.28,
13:47:40,48.8,0.0,1.2,50.0,0.0,25,76,25156,251.06,
13:47:40,49.8,0.0,0.2,50.0,0.0,25,92,24950,250.65,
13:47:41,49.9,0.0,0.1,50.0,0.0,25,152,25082,249.65,
13:47:41,49.9,0.0,0.2,49.9,0.0,25,210,25140,249.01,
13:47:42,48.6,0.0,1.4,50.0,0.0,25,80,25152,249.07,
13:47:42,47.1,0.0,3.0,49.9,0.0,25,94,25080,248.42,
13:47:43,49.9,0.0,0.2,50.0,0.0,25,80,25170,249.16,
13:47:43,50.0,0.0,0.1,49.9,0.0,25,96,25126,249.09,
13:47:44,49.6,0.0,0.4,50.0,0.0,25,74,25150,248.76,
13:47:44,45.8,0.0,4.3,50.0,0.0,25,94,25080,249.73,
13:47:45,49.9,0.0,0.1,50.0,0.0,25,144,25186,248.93,
13:47:45,49.9,0.0,0.1,50.0,0.0,25,214,25150,249.29,
13:47:46,49.8,0.0,0.2,50.0,0.0,25,78,25166,247.44,
13:47:46,46.5,0.0,3.5,50.0,0.0,25,84,25058,245.27,
13:47:47,48.3,0.0,1.7,50.0,0.0,25,72,25146,246.29,
13:47:47,49.9,0.0,0.1,50.0,0.0,25,84,25094,250.30,
13:47:48,49.9,0.0,0.2,49.9,0.0,25,108,25226,248.77,
